Bird Species
Cream-vented Bulbul
Ocellated Turkey
White-rumped Spinetail
Spectacled Spiderhunter
Puerto Rican Owl
Torotoroka Scops Owl
Winchell's Kingfisher
Cochabamba Mountain Finch
White-streaked Honeyeater
Apolinar's Wren
Manus Monarch
Green-throated Sunbird
Eurasian Wryneck
Bar-tailed Lark
Black-bellied Starling
Bateleur
Plain-crowned Spinetail
Tepui Wren
Ruddy Cuckoo-Dove
Hairy-crested Antbird
White-bellied Woodstar
Long-billed Starthroat
Wattled Brushturkey
White-throated Treerunner
Singing Starling
Bogota Rail
Ashy-throated Bush Tanager
Stuhlmann's Starling
Siberian Stonechat
Red-tailed Black Cockatoo
Ranongga White-eye
Grey-winged Blackbird
Volcano Swiftlet
Sulawesi Pygmy Woodpecker
Black-browed Bushtit
Midget Flowerpecker
Rufous-tailed Fantail
Seram Boobook
Yellow-bellied Whistler
Seram Swiftlet
Mottled Owl
Yellow-browed Tit
Speckle-chested Piculet
Willie Wagtail
Northern Parula
Red-breasted Paradise Kingfisher
Long-billed Dowitcher
Black-winged Monarch
White-eared Conebill
Orange-cheeked Honeyeater
Hunstein's Mannikin
Sula Cuckoo-Dove
Olivaceous Saltator
Blue-cheeked Bee-eater
Black-and-cinnamon Fantail
Golden-headed Quetzal
Pale-bellied Myna
Santa Marta Brushfinch
Rock Earthcreeper
Jacky Winter
Japanese Robin
Yellow-bellied Dacnis
Dybowski's Twinspot
Mount Kupe Bushshrike
Black-faced Sheathbill
Grey-hooded Parakeet
Buff-bellied Mannikin
Narrow-billed Tody
Spur-winged Goose
Chiriqui Quail-Dove
Brown Dipper
Murphy's Petrel
Caatinga Parakeet
Comoros Blue Pigeon
Flame-fronted Barbet
Grey-rumped Swift
Mikado Pheasant
Crozet Shag
Red-rumped Parrot
Black-masked Finch
Junin Tapaculo
South American Snipe
Grey-chested Jungle Flycatcher
Ornate Stipplethroat
Grey-headed Cuckooshrike
Yellow-billed Cuckoo
Scarce Swift
Antillean Piculet
Spot-crowned Woodcreeper
White-bellied Go-away-bird
White-necked Hawk
Cape Grassbird
Uganda Woodland Warbler
Black-billed Seed Finch
White-crowned Tapaculo
Asir Magpie
Black-faced Coucal
Cuban Black Hawk
Slender-tailed Woodstar
Black Flowerpiercer
Cinnamon Ground Dove
White-eared Jacamar
White-rimmed Warbler
Northern Brownbul
Karoo Scrub Robin
Grey-sided Flowerpecker
Spot-winged Antshrike
St. Helena Crake
Miombo Wren-Warbler
Rufous Sibia
Pygmy Falcon
Fire-bellied Woodpecker
Pale-winged Starling
Madagascar Starling
Chestnut-winged Starling
Ocellated Woodcreeper
Rufous-breasted Antpitta
Pink-breasted Lark
Sri Lanka Green Pigeon
Palau Swiftlet
Common Miner
Red-breasted Swallow
White-winged Cinclodes
Masked Lark
White-bibbed Fruit Dove
Fernando Po Swift
Green-backed Gerygone
Star-spotted Nightjar
Cock-tailed Tyrant
Rufous-winged Tanager
Tawny Antpitta
Himalayan Bluetail
White-fronted Black Chat
Mangrove Swallow
Rüppell's Korhaan
Lesser Coucal
Caura Antbird
Pacific Pygmy Owl
Red-breasted Merganser
Yungas Guan
Gambel's Quail
Long-legged Buzzard
Mulga Parrot
Bridled Honeyeater
Kamchatka Leaf Warbler
Roraiman Warbler
Large Fig Parrot
Black-collared Barbet
Turquoise Parrot
Indian Blue Robin
Oahu Elepaio
Grey-headed Kite
Torresian Kingfisher
Santa Marta Wren
Chinese Crested Tern
Orange-bellied Euphonia
Rufous-capped Warbler
Lemon-rumped Tanager
Dark-breasted Rosefinch
Western Plantain-eater
Piping Bellbird
Wren-like Rushbird
Yellow-mantled Weaver
Yellow-crowned Bishop
Bermuda Petrel
Little Slaty Flycatcher
Smoky Bush Tyrant
Mindanao Lorikeet
Jandaya Parakeet
Cinereous Tit
Cedar Waxwing
Olive-green Tyrannulet
Hooded Butcherbird
Kermadec Petrel
Papyrus Yellow Warbler
Mbulu White-eye
American Black Duck
Atherton Scrubwren
Plush-crested Jay
Brown-banded Rail
Silver-eared Laughingthrush
Styan's Grasshopper Warbler
Mayotte Scops Owl
Sharp-tailed Grass Tyrant
Coopmans's Elaenia
Buffy-crowned Wood Partridge
Crowned Cormorant
Yungas Antwren
Christmas Island Swiftlet
Lord Howe Woodhen
Grey Goshawk
Royal Spoonbill
Jacobin Cuckoo
Forest Rock Thrush
White-cheeked Antbird
Marsh Owl
Little Grey Woodpecker
Chilean Skua
Scopoli's Shearwater
Amazonian Inezia
Dusky Broadbill
Violaceous Coucal
Checkered Woodpecker
Germain's Peacock-Pheasant
Common Poorwill
Chestnut-headed Nunlet
Pygmy Bushtit
Lesser Hornero
Sapphire Quail-Dove
Scaled Fruiteater
White-bibbed Manakin
Rufous Treepie
Yellow-bellied Fantail
Black-fronted Tyrannulet
Antillean Siskin
Wallace's Fruit Dove
Green Warbler
Ruddy Spinetail
Eastern Bluebird
New Zealand Falcon
Black-headed Whistler
Bare-faced Curassow
White-naped Swift
Magpie-lark
Twite
Moluccan Cuckoo
Yellow-cheeked Becard
Green-backed Honeybird
Great Knot
Yellow-throated Honeyeater
Madagascar Sparrowhawk
Niceforo's Wren
Festive Coquette
Scarlet-chested Sunbird
Fernandina's Flicker
Hylocitrea
Crested Shelduck
American Pygmy Kingfisher
Magellanic Snipe
Tambourine Dove
Ochraceous Wren
Yellow-green Grosbeak
Yellow-footed Gull
Ecuadorian Seedeater
Mangrove Finch
Fairy Lorikeet
Striated Babbler
Poo-uli
Tahiti Petrel
Kiritimati Sandpiper
Mississippi Kite
Collared Petrel
Buff-breasted Buttonquail
Bougainville Monarch
Black Cuckooshrike
Barred Dove
Kaempfer's Tody-Tyrant
Ridgetop Swiftlet
Cinnamon-banded Kingfisher
Moustached Grass Warbler
Magellanic Penguin
Manus Boobook
Ijima's Leaf Warbler
Masked Woodswallow
Collared Warbling Finch
Southern Pied Babbler
Streaked Laughingthrush
Black-collared Jay
Black-backed Tody-Flycatcher
Brown-winged Parrotbill
Sombre Rock Chat
Grey-eyed Greenlet
Sulu Hawk-Owl
Eurasian Nuthatch
Fork-tailed Sunbird
Versicolored Monarch
Orange-breasted Fig Parrot
Chiriqui Foliage-gleaner
Sungrebe
Black-striped Woodcreeper
Milky Stork
White-necked Babbler
Green-billed Coucal
African Pygmy Goose
Yellowish-streaked Lory
Sultan Tit
Audubon's Warbler
Gabon Coucal
South Georgia Pipit
Orange-eared Tanager
Black-and-red Broadbill
Black-headed Waxbill
Plate-billed Mountain Toucan
Great Spotted Kiwi
Rufous Piha
African Yellow Warbler
Pink-legged Rail
Bhutan Laughingthrush
Bamboo Antshrike
Sooty Flycatcher
Great Lizard Cuckoo
Blanford's Snowfinch
Western Nicator
Social Flycatcher
Mottled Swift
Prigogine's Double-collared Sunbird
Olrog's Gull
Amethyst Woodstar
Golden-browed Chat-Tyrant
Brown-and-yellow Marshbird
Freckled Nightjar
Egyptian Vulture
Napo Sabrewing
Chat Flycatcher
Common Black Hawk
Antipodean Albatross
Grey-rumped Swallow
Brown Inca
Williams's Lark
Black-billed Nightingale-Thrush
Black Fantail
Cloven-feathered Dove
Antillean Nighthawk
Azure Dollarbird
Guianan Streaked Antwren
Fiery-necked Nightjar
House Bunting
Pine Warbler
Tahiti Crake
Gould's Shortwing
Madagascar Blue Pigeon
Rufous-tailed Plantcutter
Pacific Screech Owl
Chaco Chachalaca
Yellow-streaked Warbler
Black-billed Scythebill
Mottled Spinetail
Comb-crested Jacana
Spiny-cheeked Honeyeater
Black-backed Thornbill
Common Reed Bunting
Whistling Heron
Spectacled Bristle Tyrant
Tawny Tit-Spinetail
Yunnan Nuthatch
Stephan's Emerald Dove
Moluccan Cuckooshrike
Sichuan Partridge
Aldabra Drongo
Barred Wren-Warbler
Red-billed Firefinch
Sri Lanka Scimitar Babbler
Chubb's Cisticola
Ruddy Quail-Dove
White-throated Jay
Buru Honeyeater
Red-legged Honeycreeper
Red-capped Forest Warbler
Oxapampa Antpitta
Yellow-cheeked Lorikeet
Caqueta Seedeater
Bicolored Antvireo
Maui Alauahio
Masked Flowerpiercer
Hawkins's Rail
Sulawesi Fantail
Great-billed Kingfisher
South Island Piopio
Malabar Starling
Kori Bustard
Cricket Warbler
Western Olivaceous Warbler
Lake Duck
Golden-spangled Piculet
Golden Pipit
Yellow-green Vireo
Forest Bittern
Hainan Leaf Warbler
Yellow-breasted Flowerpecker
Rodrigues Fody
Maranon Thrush
Grey-breasted Flycatcher
Island Scrub Jay
Black Solitaire
Pincoya Storm Petrel
Black-vented Oriole
Little Stint
Black Antshrike
Black-capped Kingfisher
Andaman Bulbul
Hyacinth Macaw
Northern Crombec
Himalayan Flameback
Green Hylia
Von Schrenck's Bittern
Malagasy Bulbul
Bolivian Spinetail
Bryan's Shearwater
Purple-naped Lory
Collared Sparrowhawk
Red-chested Buttonquail
Yellow-breasted Apalis
Cryptic Flycatcher
Blossom-headed Parakeet
Brown-backed Flowerpecker
Plain-winged Woodcreeper
Strong-billed Honeyeater
Flame-faced Tanager
Undulated Tinamou
Blue Dacnis
Scott's Oriole
White-striped Forest Rail
Magellanic Plover
Blue-backed Tanager
Dickcissel
Crested Finchbill
Bell's Sparrow
Grey-headed Fish Eagle
White-necked Myna
Lesser Antillean Pewee
Nullarbor Quail-thrush
Blue-masked Leafbird
Blue-throated Mountaingem
Swamp Flycatcher
Chestnut-backed Thornbird
Song Sparrow
Inca Flycatcher
Short-billed Gull
Tawny Straightbill
Hutton's Shearwater
Grasshopper Sparrow
Joyful Greenbul
Ochre-breasted Tanager
Common Goldeneye
Long-winged Harrier
Crested Duck
Greater Yellownape
Bar-breasted Honeyeater
Siberian House Martin
Palm Warbler
Edible-nest Swiftlet
Olive Oropendola
Robin Accentor
Chinese Penduline Tit
Yellow-cheeked Tit
Negros Bleeding-heart
Alexandrine Parakeet
Brazilian Tinamou
Crested Quail-Dove
Lynes's Cisticola
Red-crowned Malimbe
White Hawk
Montane Nightjar
Slaty-backed Jungle Flycatcher
White-bellied Wren
Black-fronted Piping Guan
Bokikokiko
Cuban Solitaire
Amazonian Black Tyrant
Speckled Hummingbird
Sooty Albatross
Buff-breasted Mountain Tanager
Tricolored Parrotfinch
Yellow-spotted Honeyeater
Slender-billed Gull
Dusky Robin
Bicolored Wren
Rose-breasted Chat
Black-faced Cormorant
Buffy Laughingthrush
Rufous Wren
Iiwi
Burchell's Coucal
White-headed Marsh Tyrant
Greater Swamp Warbler
Eurasian Eagle-Owl
Scarlet-hooded Barbet
Piratic Flycatcher
Wake Island Rail
Giant Honeyeater
Hermit Thrush
Moustached Brushfinch
Ecuadorian Trogon
Baird's Sparrow
White-throated Pewee
African Hill Babbler
Bay-backed Shrike
Brown Hawk-Owl
Blue-eyed Ground Dove
White-necked Rockfowl
Sooty Swift
Seychelles Parakeet
Pale-vented Thrush
Snares Penguin
Salvadori's Nightjar
Spot-winged Falconet
Slaty Vireo
Yellow-bellied Seedeater
Red-naped Sapsucker
Grey-hooded Sierra Finch
Wallace's Fairywren
Maccoa Duck
Moorland Francolin
New Caledonian Whistler
Siau Scops Owl
Cryptic Forest Falcon
Rufous-webbed Brilliant
Javan Frogmouth
Buff-breasted Wren
Rufous-tailed Palm Thrush
Pallas's Gull
Western Barn Owl
Tanzanian Illadopsis
Ashy-headed Goose
Brown Twinspot
Eastern Olivaceous Warbler
Speckled Piculet
Nihoa Finch
Little Grey Greenbul
Andaman Wood Pigeon
Patagonian Mockingbird
Warsangli Linnet
Knob-billed Fruit Dove
Grey-chested Dove
White-rumped Swift
Western Tragopan
Yellow-wattled Lapwing
Masked Laughingthrush
Montezuma Oropendola
Banggai Fruit Dove
Yellow-breasted Satinbird
Black-necklaced Scimitar Babbler
Blyth's Tragopan
Sun Parakeet
Grey-bellied Bulbul
Rufous-tailed Antbird
Charlotte's Bulbul
Buff-winged Cinclodes
Humboldt's Sapphire
Cape Verde Warbler
Grey Wren-Warbler
Lappet-faced Vulture
Brown-breasted Gerygone
Scarlet-tufted Sunbird
White-faced Heron
Citron-headed Yellow Finch
Zimmer's Flatbill
Amani Sunbird
Australian Crake
New Guinea Flightless Rail
Abyssinian White-eye
Burchell's Starling
White-bellied Redstart
Sunda Scimitar Babbler
Sharp-tailed Starling
Black-headed Apalis
Shelley's Eagle-Owl
New Zealand Rockwren
Rifleman
Brown-throated Martin
Sangihe White-eye
Rufous-faced Antbird
Lesser Racket-tailed Drongo
Hutton's Vireo
Grey-headed Chickadee
White-breasted Thrasher
Sanford's White-eye
Muscovy Duck
Red Shoveler
Yellow Bittern
Ludwig's Double-collared Sunbird
Black-faced Prinia
Scaly-breasted Kingfisher
Peruvian Thick-knee
Zapata Sparrow
Greater Antillean Elaenia
Black Honey Buzzard
White-throated Bee-eater
Golden-tailed Parrotlet
Moustached Flowerpiercer
Palawan Hornbill
North Moluccan Pitta
Antioquia Bristle Tyrant
Dieffenbach's Rail
Brown-headed Parrot
Guianan Gnatcatcher
Great Black-backed Gull
Abyssinian Longclaw
New Ireland Myzomela
Javan Plover
Tapajos Fire-eye
Sudan Golden Sparrow
Rote Boobook
Uniform Treehunter
Mediterranean Flycatcher
Sooty-fronted Spinetail
Lichtenstein's Sandgrouse
Polynesian Storm Petrel
Olive-headed Weaver
Red-headed Bunting
Inaccessible Island Finch
African Finfoot
White-breasted Hawk
Streaked Rosefinch
Green Wood Hoopoe
Madagascar Wagtail
Scaly-throated Leaftosser
Blue-shouldered Robin-Chat
Black-capped Paradise Kingfisher
Sulawesi Streaked Flycatcher
Rufous-capped Thornbill
Black-billed Treehunter
Brown-chested Martin
Loja Tapaculo
Dusky Starfrontlet
Thick-billed Cuckoo
Broad-billed Warbler
Orinoco Goose
Great Elaenia
Green Thorntail
Cameroon Indigobird
Yellow Rail
White Tern
Sedge Wren
Chocolate Boobook
Mottled Piculet
Indigo Flowerpiercer
Radde's Accentor
Mountain Illadopsis
White-eared Honeyeater
Striated Pardalote
Spoon-billed Sandpiper
Fernando Po Batis
Great Grey Owl
Tickell's Thrush
Crimson Shining Parrot
Palani Laughingthrush
Bulwer's Pheasant
Diuca Finch
Narrow-billed Woodcreeper
Blue-throated Roller
White-faced Ibis
Broad-tipped Hermit
Bennett's Woodpecker
Tamaulipas Crow
Fiery-shouldered Parakeet
Bronze-winged Parrot
Black Skimmer
Rufous-breasted Antthrush
Laughing Kookaburra
Loveridge's Sunbird
Yellow-headed Amazon
Blue-cheeked Amazon
Mexican Cacique
Ashy Tailorbird
Brown Bush Warbler
Dusky Gerygone
White-crested Spadebill
Short-tailed Lark
Scaly-breasted Cupwing
Long-tailed Cinclodes
Cassin's Kingbird
Short-tailed Nighthawk
Mountain Sooty Boubou
Red-and-black Grosbeak
Cloud Cisticola
Tarim Babbler
Stripe-throated Hermit
Gran Canaria Blue Chaffinch
Dinelli's Doradito
Common Sunbird-Asity
Pink-browed Rosefinch
Speckled Pigeon
Mottle-cheeked Tyrannulet
Akikiki
Grey-crested Helmetshrike
Black Rosy Finch
Kentucky Warbler
Trilling Gnatwren
Arafura Fantail
Rwenzori Apalis
Eleonora's Falcon
Hainan Partridge
Black-throated Thistletail
Cobb's Wren
Tawny-headed Swallow
Chilean Seaside Cinclodes
Black Imperial Pigeon
Black-throated Accentor
Pale Cicadabird
Olive-sided Flycatcher
Arabian Golden-winged Grosbeak
Grand Comoro Bulbul
Humblot's Flycatcher
Pale-crowned Cisticola
Marmora's Warbler
Wedge-tailed Green Pigeon
Creamy-rumped Miner
Brown-breasted Flycatcher
Bonaparte's Gull
Chinese Blackbird
Brown-chested Lapwing
Baumann's Olive Greenbul
West Indian Woodpecker
Dusky-chested Flycatcher
American Dusky Flycatcher
Straight-billed Reedhaunter
Purple-throated Cotinga
Rock Kestrel
Pied-winged Swallow
Green-crowned Warbler
Van Dam's Vanga
Wallace's Hanging Parrot
Bay-ringed Tyrannulet
Nicobar Imperial Pigeon
Cryptic Honeyeater
Booted Warbler
Black-capped Siskin
Krüper's Nuthatch
White-collared Starling
Maroon-backed Accentor
Buffy Pipit
Striped Owl
Silver-throated Bushtit
Red-bellied Fruit Dove
Rufous-bellied Helmetshrike
Ladder-backed Woodpecker
Amboyna Cuckoo-Dove
Brown-banded Puffbird
Buff-breasted Earthcreeper
Slaty-headed Parakeet
Long-whiskered Owlet
Collared Scops Owl
Indian Blackbird
Dohrn's Warbler
Slate-colored Antbird
Pagan Reed Warbler
Common Green Magpie
Chilean Flicker
White-eyed Slaty Flycatcher
Brown Jay
Marquesan Ground Dove
White-winged Parakeet
Recurve-billed Bushbird
Chestnut-bellied Cuckoo
Silver-capped Fruit Dove
Black-and-white Becard
Trumpeter Finch
Kerguelen Petrel
Rockefeller's Sunbird
Scarlet-faced Liocichla
Raso Lark
Dwarf Cassowary
Guadalupe Storm Petrel
Eurasian Jay
Kilombero Cisticola
Northern Scrub Robin
Philippine Duck
Western Wattled Cuckooshrike
Western Thornbill
African Skimmer
Cassin's Spinetail
Friedmann's Lark
Blue-necked Tanager
Black-legged Seriema
Gray's Grasshopper Warbler
Mountain Firetail
Blyth's Rosefinch
Papuan Hawk-Owl
Olive Tufted Flycatcher
Mrs. Gould's Sunbird
Bahama Oriole
Grey-striped Spurfowl
Sooty Bushtit
Long-tailed Triller
Fire-capped Tit
Taiwan Bullfinch
Pectoral Antwren
White-tailed Alethe
Pleske's Ground Jay
White-tailed Cisticola
Bluethroat
Pheasant Coucal
Peruvian Warbling Antbird
Chaco Earthcreeper
Western Bronze-naped Pigeon
Yellow-billed Loon
Silver-eared Honeyeater
Short-tailed Akalat
Southern Whiteface
Black Swan
Mountain Chiffchaff
Southern Royal Albatross
Predicted Antwren
Sumatran Frogmouth
Hyacinth Visorbearer
Chattering Lory
Hispaniolan Trogon
Malayan Peacock-Pheasant
Laced Woodpecker
Common Scimitarbill
Dark-fronted Babbler
Streaked Weaver
Western Bonelli's Warbler
Parasitic Jaeger
New Caledonian Thicketbird
Pere David's Snowfinch
Golden-crowned Babbler
Yellow-shouldered Grassquit
African Oystercatcher
Red-shouldered Macaw
Speckled Boobook
Buru Mountain Pigeon
Green Catbird
African Sacred Ibis
White-throated Barbtail
Coleto
Mindoro Imperial Pigeon
Indian Scimitar Babbler
Coastal Miner
Bare-throated Bellbird
Chatham Gerygone
Tacarcuna Tapaculo
Brigida's Woodcreeper
Striated Grassbird
Yellowish Pipit
White-lored Tyrannulet
Bananal Antbird
Roraiman Nightjar
Common Cuckoo
Pere David's Owl
African Pygmy Kingfisher
Great Jacamar
Forest Honeyeater
Plushcap
Thrush-like Antpitta
Indian Grassbird
Barratt's Warbler
De Filippi's Petrel
Striped Pipit
Peaceful Dove
Amethyst Sunbird
Red-breasted Chat
Black-eared Ground Thrush
Yellow-vented Flowerpecker
Little Kingfisher
Striped Woodcreeper
Zarudny's Sparrow
White-headed Bulbul
Mangrove Vireo
Nubian Woodpecker
Rusty-vented Canastero
Pink-rumped Rosefinch
Spotted Shag
Diamantina Tapaculo
Eastern Bearded Greenbul
Rufous-rumped Seedeater
Stout-billed Cuckooshrike
African Black Duck
Purplish-mantled Tanager
Halmahera Paradise-crow
Hooded Monarch
Nordmann's Greenshank
Slaty-legged Crake
Drakensberg Rockjumper
Rusty-breasted Cuckoo
Great Blue Heron
Hook-billed Kite
Chinese Vivid Niltava
Large Lifou White-eye
Rufous-winged Tyrannulet
Sulawesi Thrush
Blyth's Pipit
Verreaux's Eagle-Owl
Pale-naped Brushfinch
Rufous-capped Antshrike
Puna Teal
Madagascar Pygmy Kingfisher
Grey-chested Greenlet
Yellow-crowned Flowerpecker
White-browed Bulbul
Indochinese Blue Flycatcher
Rusty Pitohui
Bornean Banded Pitta
Raja Shelduck
Arabian Accentor
Slaty Spinetail
Yellowhammer
Coconut Lorikeet
Pinnated Bittern
Ochre-breasted Pipit
Ash-throated Gnateater
Grey Warbler-Finch
Horsfield's Bush Lark
Moustached Tinkerbird
Green Rosella
Ochre-marked Parakeet
Pfrimer's Parakeet
Hofmann's Sunbird
Pearl-bellied White-eye
Caucasian Grouse
Asian Brown Flycatcher
Rufous-crowned Antpitta
Olive Bulbul
Hill Blue Flycatcher
Gould's Toucanet
Kamao
Tristan Albatross
Green-headed Tanager
Grass Wren
Chiribiquete Emerald
Scrub Greenlet
Pale-eyed Blackbird
Crimson-bellied Parakeet
Red-legged Tinamou
Plain Prinia
Blue-black Grosbeak
White-browed Shama
Black-throated Flowerpiercer
Bar-tailed Trogon
Sooty-crowned Flycatcher
Mountain Blackeye
